#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_aalst_adj;Aalster;;;;;;;;;;;;;x
c_aargau_adj;Aargauer;aargauer;;;;;;;;;;;;x
c_shash_adj;Shashi;;;;;;;;;;;;;x
c_shewa_adj;Shewan;;;;;;;;;;;;;x
c_shibam_adj;Kaukabani;;;;;;;;;;;;;x
c_shorkot_adj;Shorkoti;;;;;;;;;;;;;x
c_shrewsbury_adj;Shropshirean;;;;;;;;;;;;;x
c_shrewsbury_adj_breton;Pengwernian;;;;;;;;;;;;;x
c_shrewsbury_adj_cornish;Pengwernian;;;;;;;;;;;;;x
c_shrewsbury_adj_cumbric;Pengwernian;;;;;;;;;;;;;x
c_shrewsbury_adj_danish;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_gothic;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_icelandic;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_irish;Pengwernian;;;;;;;;;;;;;x
c_shrewsbury_adj_norse;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_norsegaelic;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_norwegian;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_saxon;Scrobbesbyrigisc;;;;;;;;;;;;;x
c_shrewsbury_adj_scottish;Pengwernian;;;;;;;;;;;;;x
c_shrewsbury_adj_swedish;Scrobbesbyrigr;;;;;;;;;;;;;x
c_shrewsbury_adj_welsh;Pengwernian;;;;;;;;;;;;;x
c_sibi_adj;Sibi;;;;;;;;;;;;;x
c_sibiridugu_adj;Sibiridugí;;;;;;;;;;;;;x
c_siena_adj;Sienese;;;;;;;;;;;;;x
c_sieradzko-leczyckie_adj;Sieradzian;;;;;;;;;;;;;x
c_sighnaq_adj;Sighnaqi;;;;;;;;;;;;;x
c_sijilmasa_adj;Sijilmásí;;;;;;;;;;;;;x
c_sikasso_adj;Sikassí;;;;;;;;;;;;;x
c_silla_adj;Sillaan;;;;;;;;;;;;;x
c_simsir_adj;Simsirian;;;;;;;;;;;;;x
c_sinjar_adj_assyrian;Beth Arabayan;;;;;;;;;;;;;x
c_sinjar_adj_greek;Singaran;Singara;;;;;;;;;;;;x
c_sinjar_adj_kurdish;Sengalan;;;;;;;;;;;;;x
c_sinope_adj_oghuz;Sinobian;Sinob;;;;;;;;;;;;x
c_sinope_adj_turkish;Sinobian;Sinob;;;;;;;;;;;;x
c_sinope_adj_turkmen;Sinobian;Sinob;;;;;;;;;;;;x
c_siracusa_adj;Paternese;;;;;;;;;;;;;x
c_istakhr_adj;Istakhri;;;;;;;;;;;;;x
c_sis_adj;Sisian;Sision;;;;;;;;;;;;x
c_sis_adj_andalusian_arabic;Sisiyan;Sisiya;;;;;;;;;;;;x
c_sis_adj_armenian;Sisan;Sis;;;;;;;;;;;;x
c_sis_adj_bedouin_arabic;Sisiyan;Sisiya;;;;;;;;;;;;x
c_sis_adj_egyptian_arabic;Sisiyan;Sisiya;;;;;;;;;;;;x
c_sis_adj_frankish;Sisan;Sisa;;;;;;;;;;;;x
c_sis_adj_levantine_arabic;Sisiyan;Sisiya;;;;;;;;;;;;x
c_sis_adj_maghreb_arabic;Sisiyan;Sisiya;;;;;;;;;;;;x
c_sis_adj_norman;Sisan;Sisa;;;;;;;;;;;;x
c_sis_adj_oghuz;Kozanian;Kozan;;;;;;;;;;;;x
c_sis_adj_turkish;Kozanian;Kozan;;;;;;;;;;;;x
c_sis_adj_turkmen;Kozanian;Kozan;;;;;;;;;;;;x
c_sistan_adj;Sístání;;;;;;;;;;;;;x
c_siwistan_adj;Siwistani;;;;;;;;;;;;;x
c_sjaelland_adj;Nørræ Syalandr;;;;;;;;;;;;;x
c_skane_adj;Væstær Skanskr;;;;;;;;;;;;;x
c_skara_adj;Skarar;;;;;;;;;;;;;x
c_skopje_adj;Skopjian;Skopje;;;;;;;;;;;;x
c_skopje_adj_alan;Skopian;Skopia;;;;;;;;;;;;x
c_skopje_adj_arberian;Shkupian;Shkupi;;;;;;;;;;;;x
c_skopje_adj_armenian;Skopian;Skopia;;;;;;;;;;;;x
c_skopje_adj_georgian;Skopian;Skopia;;;;;;;;;;;;x
c_skopje_adj_greek;Skopian;Skopia;;;;;;;;;;;;x
c_skopje_adj_oghuz;Üsküpian;Üsküp;;;;;;;;;;;;x
c_skopje_adj_turkish;Üsküpian;Üsküp;;;;;;;;;;;;x
c_skopje_adj_turkmen;Üsküpian;Üsküp;;;;;;;;;;;;x
c_slesvig_adj;Istathesysælr;;;;;;;;;;;;;x
c_slupsk_adj;Stolper;;;;;;;;;;;;;x
c_slutsk_adj;Slutsk;;;;;;;;;;;;;x
c_smolensk_adj;Smolenskian;;;;;;;;;;;;;x
c_smyrna_adj_frankish;Smyrnian;Smyrne;;;;;;;;;;;;x
c_smyrna_adj_norman;Smyrnian;Smyrne;;;;;;;;;;;;x
c_smyrna_adj_oghuz;Izmirian;Izmir;;;;;;;;;;;;x
c_smyrna_adj_turkish;Izmirian;Izmir;;;;;;;;;;;;x
c_smyrna_adj_turkmen;Izmirian;Izmir;;;;;;;;;;;;x
c_snassen_adj;Tanasí;;;;;;;;;;;;;x
c_soba_adj;Soban;;;;;;;;;;;;;x
c_sobrarbe_adj;Sobrarbense;;;;;;;;;;;;;x
c_sogn_adj;Sognr;;;;;;;;;;;;;x
c_soli_adj;Solin;Soli;Soli;;Soli;;;;;;;;;x
c_somerset_adj;Somersetian;;;;;;;;;;;;;x
c_somerset_adj_breton;Glastenningian;;;;;;;;;;;;;x
c_somerset_adj_cornish;Glastenningian;;;;;;;;;;;;;x
c_somerset_adj_cumbric;Glastenningian;;;;;;;;;;;;;x
c_somerset_adj_danish;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_gothic;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_icelandic;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_irish;Glastenningian;;;;;;;;;;;;;x
c_somerset_adj_norse;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_norsegaelic;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_norwegian;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_saxon;Sumorsætisc;;;;;;;;;;;;;x
c_somerset_adj_scottish;Glastenningian;;;;;;;;;;;;;x
c_somerset_adj_swedish;Sumorsætr;;;;;;;;;;;;;x
c_somerset_adj_welsh;Glastenningian;;;;;;;;;;;;;x
c_somnath_adj;Somnathi;;;;;;;;;;;;;x
c_sonda_adj;Sonda;;;;;;;;;;;;;x
c_sonneberg_adj;Sonneberger;;;;;;;;;;;;;x
c_soso_adj;Sosso;;;;;;;;;;;;;x
c_sous_adj;Tinghirí;;;;;;;;;;;;;x
c_southern_jylland_adj;Ellæmsysælr;;;;;;;;;;;;;x
c_southern_sjaelland_adj;Syndræ Syalandr;;;;;;;;;;;;;x
c_southisland_adj;Suðurlandr;;;;;;;;;;;;;x
c_southvexin_adj;Vulcacien;vulcacienne;;;;;;;;;;;;x
c_sozopolis_adj;Pisidian;Pisidia;;;;;;;;;;;;x
c_sozopolis_adj_oghuz;Hamidian;Hamid;;;;;;;;;;;;x
c_sozopolis_adj_turkish;Hamidian;Hamid;;;;;;;;;;;;x
c_sozopolis_adj_turkmen;Hamidian;Hamid;;;;;;;;;;;;x
c_sper_adj;Sperian;Sper;;;;;;;;;;;;x
c_sper_adj_georgian;Sperian;;;;;;;;;;;;;x
c_sper_adj_greek;Syspirátisian;Syspirátis;;;;;;;;;;;;x
c_sper_adj_kurdish;Espîrian;;;;;;;;;;;;;x
c_sper_adj_oghuz;Ispirian;Ispir;;;;;;;;;;;;x
c_sper_adj_turkish;Ispirian;Ispir;;;;;;;;;;;;x
c_sper_adj_turkmen;Ispirian;Ispir;;;;;;;;;;;;x
c_split_adj;Cetinan;;;;;;;;;;;;;x
c_spoleto_adj;Assisian;;;;;;;;;;;;;x
c_sponheim_adj;Sponheimer;;;;;;;;;;;;;x
c_stade_adj;Stader;;;;;;;;;;;;;x
c_stafford_adj;Staffordshirean;;;;;;;;;;;;;x
c_staufen_adj;Staufener;;;;;;;;;;;;;x
c_steiermark_adj;Steiermarker;;;;;;;;;;;;;x
c_steinkjer_adj;Innriþrœndalóg;;;;;;;;;;;;;x
c_stettin_adj;Stettiner;;;;;;;;;;;;;x
c_sticht_adj;Stichts;;;;;;;;;;;;;x
c_strathearn_adj;Strathearneach;;;;;;;;;;;;;x
c_strumica_adj;Strumican;Strumica;;;;;;;;;;;;x
c_strumica_adj_alan;Tiveriopolitan;Tiveriopolis;;;;;;;;;;;;x
c_strumica_adj_arberian;Tiveriopolitan;Tiveriopolis;;;;;;;;;;;;x
c_strumica_adj_armenian;Tiveriopolitan;Tiveriopolis;;;;;;;;;;;;x
c_strumica_adj_georgian;Tiveriopolitan;Tiveriopolis;;;;;;;;;;;;x
c_strumica_adj_greek;Tiveriopolitan;Tiveriopolis;;;;;;;;;;;;x
c_strumica_adj_oghuz;Ustrumcan;Ustrumca;;;;;;;;;;;;x
c_strumica_adj_turkish;Ustrumcan;Ustrumca;;;;;;;;;;;;x
c_strumica_adj_turkmen;Ustrumcan;Ustrumca;;;;;;;;;;;;x
c_strymon_adj;Strymonitan;Strymonos;;;;;;;;;;;;x
c_strymon_adj_bulgarian;Syarian;Syar;;;;;;;;;;;;x
c_strymon_adj_oghuz;Serezian;Serez;;;;;;;;;;;;x
c_strymon_adj_serbian;Serian;Ser;;;;;;;;;;;;x
c_strymon_adj_turkish;Serezian;Serez;;;;;;;;;;;;x
c_strymon_adj_turkmen;Serezian;Serez;;;;;;;;;;;;x
c_suakin_adj;Suakinan;;;;;;;;;;;;;x
c_suakin_adj_greek;Limen Evangelian;Limen Evangelis;;;;;;;;;;;;x
c_suakin_adj_roman;Limen Evangelian;Limen Evangelis;;;;;;;;;;;;x
c_sudovia_adj;Sudovia;;;;;;;;;;;;;x
c_suenik_adj;Siwnikan;Siwnik;;;;;;;;;;;;x
c_suenik_adj_oghuz;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_pecheneg;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_turkish;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_turkmen;Sünikan;Sünik;;;;;;;;;;;;x
c_suffolk_adj;Suffolkish;;;;;;;;;;;;;x
c_suffolk_adj_danish;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_gothic;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_icelandic;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_norse;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_norsegaelic;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_norwegian;Suðfolcr;;;;;;;;;;;;;x
c_suffolk_adj_saxon;Suþfolcisc;;;;;;;;;;;;;x
c_suffolk_adj_swedish;Suðfolcr;;;;;;;;;;;;;x
c_sugrov_adj;Duna-Jükian;;;;;;;;;;;;;x
c_sugrov_adj_bohemian;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_bolghar;Buzan-Jükan;;;;;;;;;;;;;x
c_sugrov_adj_bosnian;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_bulgarian;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_carantanian;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_croatian;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_cuman;Šugr'ian;;;;;;;;;;;;;x
c_sugrov_adj_khavar;Buzan-Jükan;;;;;;;;;;;;;x
c_sugrov_adj_khazar;Buzan-Jükan;;;;;;;;;;;;;x
c_sugrov_adj_lithuanian;Donecasan;;;;;;;;;;;;;x
c_sugrov_adj_mongol;Šugr'ian;;;;;;;;;;;;;x
c_sugrov_adj_slovieni;Donel'ian;;;;;;;;;;;;;x
c_sugrov_adj_pecheneg;Buzan-Jükan;;;;;;;;;;;;;x
c_sugrov_adj_polish;Doniecan;;;;;;;;;;;;;x
c_sugrov_adj_pommeranian;Doniecan;;;;;;;;;;;;;x
c_sugrov_adj_russian;Donel'sky;;;;;;;;;;;;;x
c_sugrov_adj_serbian;Donel'ian;;;;;;;;;;;;;x
c_suhar_adj;Suhári;;;;;;;;;;;;;x
c_sulzbach_adj;Sulzbacher;;;;;;;;;;;;;x
c_sundgau_adj;Sundgauer;sundgauer;;;;;;;;;;;;x
c_sunmore_adj;Sunnmœrir;;;;;;;;;;;;;x
c_surrey_adj;Surreyian;;;;;;;;;;;;;x
c_surrey_adj_danish;Suðríkir;;;;;;;;;;;;;x
c_surrey_adj_gothic;Suðríkir;;;;;;;;;;;;;x
c_surrey_adj_icelandic;Suðríkir;;;;;;;;;;;;;x
c_surrey_adj_norse;Suðrîkir;Suðríkir;Suðríkir;;Suðríkir;;;;;;;;;x
c_surrey_adj_norsegaelic;Suðríkir;;;;;;;;;;;;;x
c_surrey_adj_norwegian;Suðríkir;;;;;;;;;;;;;x
c_surrey_adj_saxon;Süþrïgisc;;;;;;;;;;;;;x
c_surrey_adj_swedish;Suðríkir;;;;;;;;;;;;;x
c_sus_adj;Susian;;;;;;;;;;;;;x
c_susa_adj;Segusian;;;;;;;;;;;;;x
c_sussex_adj;Sussexish;;;;;;;;;;;;;x
c_sussex_adj_breton;Rheginan;;;;;;;;;;;;;x
c_sussex_adj_cornish;Rheginan;;;;;;;;;;;;;x
c_sussex_adj_cumbric;Rheginan;;;;;;;;;;;;;x
c_sussex_adj_danish;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_gothic;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_icelandic;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_irish;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_norse;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_norsegaelic;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_norwegian;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_saxon;Süþseaxna;;;;;;;;;;;;;x
c_sussex_adj_scottish;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_swedish;Suðseaxr;;;;;;;;;;;;;x
c_sussex_adj_welsh;Rheginan;;;;;;;;;;;;;x
c_sutherland_adj;Sutherlander;;;;;;;;;;;;;x
c_suwaida_adj;Haurani;;;;;;;;;;;;;x
c_suwaida_adj_greek;Bostran;Bostra;;;;;;;;;;;;x
c_suzdal_adj;Suzdalian;;;;;;;;;;;;;x
c_svaneti_adj;Svanetian;Svaneti;;;;;;;;;;;;x
c_swiecie_adj;Schwetz;;;;;;;;;;;;;x
c_sydsjaelland_adj;Syndræ Syalandr;;;;;;;;;;;;;x
c_syria_adj_greek;Adraan;;;;;;;;;;;;;x
c_syrj_adj;Jemvan;Jemva;Jemva;;Jemva;;;;;;;;;x
c_syrj_adj_bohemian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_bosnian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_bulgarian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_carantanian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_croatian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_slovieni;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_polish;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_pommeranian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_russian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrj_adj_serbian;Vymish;Vym;Vym;;Vym;;;;;;;;;x
c_syrmia_adj;Syrmian;;;;;;;;;;;;;x
c_syrt_adj;Syrtian;Syrt;Syrt;;Syrt;;;;;;;;;x
c_syrt_adj_avar;Tëp Särtian;Tëp Särt;Tëp Särt;;Tëp Särt;;;;;;;;;x
c_syrt_adj_bashkir;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_bolghar;Tëp Särtian;Tëp Särt;Tëp Särt;;Tëp Särt;;;;;;;;;x
c_syrt_adj_cuman;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_karluk;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_khavar;Tëp Särtian;Tëp Särt;Tëp Särt;;Tëp Särt;;;;;;;;;x
c_syrt_adj_khazar;Tëp Särtian;Tëp Särt;Tëp Särt;;Tëp Särt;;;;;;;;;x
c_syrt_adj_khitan;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_kirghiz;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_mongol;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_oghuz;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_pecheneg;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_russian;Obshchiy Syrt;;;;;;;;;;;;;x
c_syrt_adj_turkish;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_turkmen;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrt_adj_uyghur;Töp Sirtian;Töp Sirt;Töp Sirt;;Töp Sirt;;;;;;;;;x
c_syrte_adj;Surtí;;;;;;;;;;;;;x
c_syrte_adj_greek;Macomadian;Macomades;;;;;;;;;;;;x
c_syrte_adj_roman;Macomadian;Macomades;;;;;;;;;;;;x
c_szekelyfold_adj;Tordan;Torda;Tordaische;;Torda;;;;;;;;;x
c_szekelyfold_adj_german;Thorenburgish;Thorenburg;Thorenburger;;Thorenburg;;;;;;;;;x
c_szekelyfold_adj_romanian;Turdan;Turda;Turdaische;;Turda;;;;;;;;;x
c_szekezfehervar_adj;Csongrádian;Csongrád;Csongrádische;;Csongrád;;;;;;;;;x
c_szekezfehervar_adj_bohemian;Czernohradian;Czernohrad;Czernohradische;;Czernohrad;;;;;;;;;x
c_szekezfehervar_adj_german;Stuhlweißenburgish;Stuhlweißenburg;Stuhlweißenburger;;Stuhlweißenburg;;;;;;;;;x
c_szekezfehervar_adj_slovieni;Cierny hradian;Cierny hrad;Cierny hradische;;Cierny hrad;;;;;;;;;x
c_szekezfehervar_adj_romanian;Ciongradian;Ciongrad;Ciongradische;;Ciongrad;;;;;;;;;x
c_szepes_adj;Szepesian;;;;;;;;;;;;;x
c_tabassa_adj;Tabassí;;;;;;;;;;;;;x
c_tabassa_adj_greek;Thevestan;Theveste;;;;;;;;;;;;x
c_tabassa_adj_roman;Thevestan;Theveste;;;;;;;;;;;;x
c_tadmekka_adj;Tadmekkí;;;;;;;;;;;;;x
c_tagant_adj;Tagantí;;;;;;;;;;;;;x
c_taghaza_adj;Taghází;;;;;;;;;;;;;x
c_takrur_adj;Takruran;;;;;;;;;;;;;x
c_talekan_adj;Talekani;;;;;;;;;;;;;x
c_tana_adj;Vorsklan;Vorskla;Vorskla;;Vorskla;;;;;;;;;x
c_tana_adj_bohemian;Vorskolian;Vorskol;Vorskol;;Vorskol;;;;;;;;;x
c_tana_adj_bosnian;Vor'skolian;Vor'skol;Vor'skol;;Vor'skol;;;;;;;;;x
c_tana_adj_bulgarian;Vor'skolian;Vor'skol;Vor'skol;;Vor'skol;;;;;;;;;x
c_tana_adj_carantanian;Vor'skolian;Vor'skol;Vor'skol;;Vor'skol;;;;;;;;;x
c_tana_adj_croatian;Vor'skolian;Vor'skol;Vor'skol;;Vor'skol;;;;;;;;;x
c_tana_adj_slovieni;Vorskolian;Vorskol;Vorskol;;Vorskol;;;;;;;;;x
c_tana_adj_polish;Worsklan;Worskla;Worskla;;Worskla;;;;;;;;;x
c_tana_adj_pommeranian;Worsklan;Worskla;Worskla;;Worskla;;;;;;;;;x
c_tana_adj_russian;Vorskla;;;;;;;;;;;;;x
c_tana_adj_serbian;Vor'skolian;Vor'skol;Vor'skol;;Vor'skol;;;;;;;;;x
c_tangiers_adj;Tanjí;;;;;;;;;;;;;x
c_tanjur_adj;Tanjuran;;;;;;;;;;;;;x
c_taranto_adj;Tarantino;;;;;;;;;;;;;x
c_targujiu_adj;Targu Jiuan;;;;;;;;;;;;;x
c_taron_adj;Daronian;Daron;;;;;;;;;;;;x
c_taron_adj_andalusian_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_bedouin_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_egyptian_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_greek;Taronian;Taron;;;;;;;;;;;;x
c_taron_adj_kurdish;Mûsian;Mûs;;;;;;;;;;;;x
c_taron_adj_levantine_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_maghreb_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_oghuz;Musian;Musi;;;;;;;;;;;;x
c_taron_adj_sicilian_arabic;Mušian;Muš;;;;;;;;;;;;x
c_taron_adj_turkish;Musian;Musi;;;;;;;;;;;;x
c_taron_adj_turkmen;Musian;Musi;;;;;;;;;;;;x
c_tarsos_adj_armenian;Darsian;Darson;;;;;;;;;;;;x
c_tarsos_adj_frankish;Tarsian;Tarse;;;;;;;;;;;;x
c_tarsos_adj_norman;Tarsian;Tarse;;;;;;;;;;;;x
c_tarsos_adj_oghuz;Tarsian;Tarsus;;;;;;;;;;;;x
c_tarsos_adj_turkish;Tarsian;Tarsus;;;;;;;;;;;;x
c_tarsos_adj_turkmen;Tarsian;Tarsus;;;;;;;;;;;;x
c_tarusa_adj;Tarusan;;;;;;;;;;;;;x
c_tashkurgan_adj;Tashkurgan;;;;;;;;;;;;;x
c_tassarahla_adj;Tassarahlí;;;;;;;;;;;;;x
c_tauha_adj;Tauhi;;;;;;;;;;;;;x
c_tazerbo_adj;Ghermí;;;;;;;;;;;;;x
c_tbilisi_adj;Tbilisian;Tbilisi;;;;;;;;;;;;x
c_tbilisi_adj_andalusian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_bedouin_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_egyptian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_levantine_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_maghreb_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_sicilian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_teck_adj;Tecker;;;;;;;;;;;;;x
c_tecklenburg_adj;Tecklenburger;;;;;;;;;;;;;x
c_tedjoura_adj;Tedjouri;;;;;;;;;;;;;x
c_telemark_adj;Þelamørkr;;;;;;;;;;;;;x
c_tell_atlas_adj;Masílí;;;;;;;;;;;;;x
c_tell_atlas_adj_greek;Lambaesian;Lambaesis;;;;;;;;;;;;x
c_tell_atlas_adj_roman;Lambaesian;Lambaesis;;;;;;;;;;;;x
c_tell_bashir_adj_oghuz;Tilbesaran;Tilbesar;;;;;;;;;;;;x
c_tell_bashir_adj_turkish;Tilbesaran;Tilbesar;;;;;;;;;;;;x
c_tell_bashir_adj_turkmen;Tilbesaran;Tilbesar;;;;;;;;;;;;x
c_teluch_adj_andalusian_arabic;Mar'ashan;Mar'ash;;;;;;;;;;;;x
c_teluch_adj_armenian;Marašian;Maraš;;;;;;;;;;;;x
c_teluch_adj_bedouin_arabic;Mar'ashan;Mar'ash;;;;;;;;;;;;x
c_teluch_adj_egyptian_arabic;Mar'ashan;Mar'ash;;;;;;;;;;;;x
c_teluch_adj_frankish;Mariscan;Mariscum;;;;;;;;;;;;x
c_teluch_adj_levantine_arabic;Mar'ashan;Mar'ash;;;;;;;;;;;;x
c_teluch_adj_maghreb_arabic;Mar'ashan;Mar'ash;;;;;;;;;;;;x
c_teluch_adj_norman;Mariscan;Mariscum;;;;;;;;;;;;x
c_teluch_adj_oghuz;Marasian;Maras;;;;;;;;;;;;x
c_teluch_adj_turkish;Marasian;Maras;;;;;;;;;;;;x
c_teluch_adj_turkmen;Marasian;Maras;;;;;;;;;;;;x
c_temes_adj;Temesish;Temes;Temesische;;Temes;;;;;;;;;x
c_temes_adj_bosnian;Temišian;Temiš;Temišer;;Temiš;;;;;;;;;x
c_temes_adj_bulgarian;Timišian;Timiš;Timišer;;Timiš;;;;;;;;;x
c_temes_adj_croatian;Temišian;Temiš;Temišer;;Temiš;;;;;;;;;x
c_temes_adj_slovieni;Temešian;Temeš;Temešer;;Temeš;;;;;;;;;x
c_temes_adj_romanian;Timishian;Timish;Timisher;;Timish;;;;;;;;;x
c_temes_adj_serbian;Temišian;Temiš;Temišer;;Temiš;;;;;;;;;x
c_tenerife_adj;Tenerifan;;;;;;;;;;;;;x
c_tenerife_adj_zanata;Ašenšen;;;;;;;;;;;;;x
c_tephrike_adj;Tephrikan;Tephrik;;;;;;;;;;;;x
c_tephrike_adj_armenian;Tewrikan;Tewrik;;;;;;;;;;;;x
c_tephrike_adj_oghuz;Divrigan;Divrigi;;;;;;;;;;;;x
c_tephrike_adj_turkish;Divrigan;Divrigi;;;;;;;;;;;;x
c_tephrike_adj_turkmen;Divrigan;Divrigi;;;;;;;;;;;;x
c_terebovl_adj;Terebovian;;;;;;;;;;;;;x
c_teruel_adj;Turolense;;;;;;;;;;;;;x
c_tessalit_adj;Tessalití;;;;;;;;;;;;;x
c_tethbae_adj;Tethbaean;;;;;;;;;;;;;x
c_teviotdale_adj;Roxburgheach;;;;;;;;;;;;;x
c_thalner_adj;Thalneri;;;;;;;;;;;;;x
c_tharasset_adj;Tarúdantí;;;;;;;;;;;;;x
c_thebai_adj;Theban;;;;;;;;;;;;;x
c_thebai_adj_central_italian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_corsican;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_dalmatian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_frankish;Estivan;Estives;;;;;;;;;;;;x
c_thebai_adj_greek;Boiotían;Boiotía;;;;;;;;;;;;x
c_thebai_adj_italian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_ligurian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_neapolitan;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_norman;Estivan;Estives;;;;;;;;;;;;x
c_thebai_adj_oghuz;Istifan;;Istife;;;;;;;;;;;x
c_thebai_adj_pecheneg;Istifan;;Istife;;;;;;;;;;;x
c_thebai_adj_sardinian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_sicilian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_southern_italian;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_turkish;Istifan;;Istife;;;;;;;;;;;x
c_thebai_adj_turkmen;Istifan;;Istife;;;;;;;;;;;x
c_thebai_adj_tuscan;Stivan;Stivas;;;;;;;;;;;;x
c_thebai_adj_venetian;Stivan;Stivas;;;;;;;;;;;;x
c_theodoro_adj;Gothian;;;;;;;;;;;;;x
c_theodosia_adj_avar;Sudaqan;;;;;;;;;;;;;x
c_theodosia_adj_bashkir;Sudaqan;;;;;;;;;;;;;x
c_theodosia_adj_bohemian;Kaffan;;;;;;;;;;;;;x
c_theodosia_adj_bolghar;Sudaqan;;;;;;;;;;;;;x
